"No.","Time","Source","Destination","Protocol","Length","Info","Window"
"55","4.773395","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=13307 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"56","4.773395","130.192.1.34","192.168.1.122","TLSv1.2","1259","Application Data","245"
"57","4.773395","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=15972 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"58","4.773883","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=17432 Win=131328 Len=0","513"
"59","4.778394","192.168.1.122","130.192.1.34","TCP","54","64176  >  80 [FIN, ACK] Seq=171 Ack=401 Win=130816 Len=0","511"
"60","4.788579","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=17432 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"61","4.790046","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"62","4.790046","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=20352 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"63","4.790046","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=21812 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"64","4.790046","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"65","4.790046","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=24732 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"66","4.790390","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=26192 Win=131328 Len=0","513"
"67","4.791702","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=26192 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"68","4.791702","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"69","4.791702","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=29112 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"70","4.791702","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=30572 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"71","4.791702","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"72","4.791702","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=33492 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"73","4.791702","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=34952 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"74","4.791702","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"75","4.791702","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=37872 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"76","4.791702","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"77","4.791702","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=40792 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"78","4.791702","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=42252 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"79","4.791702","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"80","4.791702","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=45172 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"81","4.792387","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=46632 Win=131328 Len=0","513"
"82","4.800106","130.192.1.34","192.168.1.122","TCP","60","80  >  64176 [FIN, ACK] Seq=401 Ack=172 Win=30336 Len=0","237"
"83","4.800755","192.168.1.122","130.192.1.34","TCP","54","64176  >  80 [ACK] Seq=172 Ack=402 Win=130816 Len=0","511"
"84","4.806829","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=46632 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"85","4.806829","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"86","4.806829","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=49552 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"87","4.807066","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=51012 Win=131328 Len=0","513"
"88","4.807247","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=51012 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"89","4.807247","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"90","4.807247","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=53932 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"91","4.807414","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=55392 Win=131328 Len=0","513"
"92","4.809313","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=55392 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"93","4.809313","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"94","4.809313","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=58312 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"95","4.809313","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=59772 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"96","4.809313","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"97","4.809313","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=62692 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"98","4.809651","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=64152 Win=131328 Len=0","513"
"99","4.814045","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"100","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=65612 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"101","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=67072 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"102","4.814045","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"103","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=69992 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"104","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=71452 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"105","4.814045","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"106","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=74372 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"107","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=75832 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"108","4.814045","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"109","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=78752 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"110","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [PSH, ACK] Seq=80212 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"111","4.814045","130.192.1.34","192.168.1.122","TLSv1.2","354","Application Data","245"
"112","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=81972 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"113","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=83432 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"114","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=84892 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"115","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=86352 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"116","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=87812 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"117","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=89272 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"118","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=90732 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"119","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=92192 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"120","4.814045","130.192.1.34","192.168.1.122","TLSv1.2","691","Application Data","245"
"121","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=94289 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"122","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=95749 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"123","4.814045","130.192.1.34","192.168.1.122","TLSv1.2","1259","Application Data","245"
"124","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=98414 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"125","4.814045","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=99874 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"126","4.814045","130.192.1.34","192.168.1.122","TLSv1.2","1259","Application Data","245"
"127","4.814754","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=102539 Win=103168 Len=0","403"
"128","4.824394","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=102539 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"129","4.824394","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=103999 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"130","4.824394","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"131","4.824394","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=106919 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"132","4.824394","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=108379 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"133","4.824394","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"134","4.824733","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=111299 Win=94464 Len=0","369"
"135","4.826156","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=111299 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"136","4.826156","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=112759 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"137","4.826156","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"138","4.826289","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=115679 Win=89856 Len=0","351"
"139","4.827358","192.168.1.122","130.192.1.34","TCP","54","[TCP Window Update] 64177  >  443 [ACK] Seq=734 Ack=115679 Win=93440 Len=0","365"
"140","4.828671","192.168.1.122","130.192.1.34","TCP","54","[TCP Window Update] 64177  >  443 [ACK] Seq=734 Ack=115679 Win=131328 Len=0","513"
"141","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=115679 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"142","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=117139 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"143","4.829767","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"144","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=120059 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"145","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=121519 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"146","4.829767","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"147","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=124439 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"148","4.829767","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"149","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=127359 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"150","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=128819 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"151","4.829767","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"152","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=131739 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"153","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=133199 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"154","4.829767","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"155","4.829767","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=136119 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"156","4.830401","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=137579 Win=109312 Len=0","427"
"157","4.831019","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=137579 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"158","4.831019","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"159","4.831019","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=140499 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"160","4.831019","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=141959 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"161","4.831019","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"162","4.831240","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=144879 Win=102144 Len=0","399"
"163","4.835899","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=144879 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"164","4.835899","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=146339 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"165","4.835899","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"166","4.835899","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=149259 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"167","4.835899","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"168","4.835899","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=152179 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"169","4.835899","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=153639 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"170","4.836336","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=155099 Win=91904 Len=0","359"
"171","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"172","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=156559 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"173","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=158019 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"174","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"175","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=160939 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"176","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=162399 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"177","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"178","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=165319 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"179","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=166779 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"180","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"181","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=169699 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"182","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=171159 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"183","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"184","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=174079 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"185","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"186","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=176999 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"187","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=178459 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"188","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"189","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=181379 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"190","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=182839 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"191","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"192","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=185759 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"193","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=187219 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"194","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"195","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=190139 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"196","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=191599 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"197","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"198","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=194519 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"199","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"200","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=197439 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"201","4.837895","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=198899 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"202","4.837895","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"203","4.839067","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=201819 Win=45056 Len=0","176"
"204","4.839675","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=201819 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"205","4.839675","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=203279 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"206","4.839675","130.192.1.34","192.168.1.122","TLSv1.2","1022","Application Data [TCP segment of a reassembled PDU]","245"
"207","4.839830","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=205707 Win=41216 Len=0","161"
"208","4.843510","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=205707 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"209","4.843510","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=207167 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"210","4.843519","192.168.1.122","130.192.1.34","TCP","54","[TCP Window Update] 64177  >  443 [ACK] Seq=734 Ack=205707 Win=44800 Len=0","175"
"211","4.843510","130.192.1.34","192.168.1.122","TCP","546","443  >  64177 [ACK] Seq=208627 Ack=734 Win=31360 Len=492 [TCP segment of a reassembled PDU]","245"
"212","4.843637","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=209119 Win=41216 Len=0","161"
"213","4.843806","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"214","4.844841","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=210579 Win=126464 Len=0","494"
"215","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=210579 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"216","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=212039 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"217","4.845214","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"218","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=214959 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"219","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=216419 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"220","4.845214","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"221","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=219339 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"222","4.845214","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"223","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=222259 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"224","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=223719 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"225","4.845214","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"226","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=226639 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"227","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=228099 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"228","4.845214","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"229","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=231019 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"230","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=232479 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"231","4.845214","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"232","4.845214","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=235399 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"233","4.845736","192.168.1.122","130.192.1.34","TCP","54","64177  >  443 [ACK] Seq=734 Ack=236859 Win=100096 Len=0","391"
"234","4.846284","130.192.1.34","192.168.1.122","TCP","1514","443  >  64177 [ACK] Seq=236859 Ack=734 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"235","4.846284","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
