"No.","Time","Source","Destination","Protocol","Length","Info","Window"
"1473","2.641782","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1474","2.641782","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1889579 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1475","2.641782","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1891039 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1476","2.642844","192.168.1.122","130.192.1.34","TCP","54","64189  >  443 [ACK] Seq=735 Ack=1892499 Win=3560704 Len=0","13909"
"1477","2.643217","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1478","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1893959 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1479","2.643217","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1480","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1896879 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1481","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1898339 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1482","2.643217","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1483","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1901259 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1484","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1902719 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1485","2.643217","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1486","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1905639 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1487","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1907099 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1488","2.643217","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1489","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1910019 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1490","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1911479 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1491","2.643217","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1492","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1914399 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1493","2.643217","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1494","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1917319 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1495","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1918779 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1496","2.643217","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1497","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1921699 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1498","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1923159 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1499","2.643217","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1500","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1926079 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1501","2.643217","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1927539 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1502","2.644078","192.168.1.122","130.192.1.34","TCP","54","64189  >  443 [ACK] Seq=735 Ack=1928999 Win=3524352 Len=0","13767"
"1503","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1504","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1930459 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1505","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1931919 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1506","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1507","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1934839 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1508","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1936299 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1509","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1510","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1939219 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1511","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1512","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1942139 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1513","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1943599 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1514","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1515","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1946519 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1516","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1947979 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1517","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1518","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1950899 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1519","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1952359 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1520","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1521","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1955279 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1522","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1956739 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1523","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1524","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1959659 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1525","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1961119 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1526","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1527","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1964039 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1528","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1529","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1966959 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1530","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1968419 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1531","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1532","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1971339 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1533","2.644660","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1972799 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1534","2.644660","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1535","2.645576","192.168.1.122","130.192.1.34","TCP","54","64189  >  443 [ACK] Seq=735 Ack=1975719 Win=3477504 Len=0","13584"
"1536","2.645912","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1975719 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1537","2.645912","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1977179 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1538","2.645912","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1539","2.645912","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1980099 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1540","2.645912","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1981559 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1541","2.645912","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1542","2.645912","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1984479 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1543","2.645912","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1985939 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1544","2.645912","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1545","2.645912","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1988859 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1546","2.645912","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1547","2.645912","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1991779 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1548","2.645912","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1993239 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1549","2.646257","192.168.1.122","130.192.1.34","TCP","54","64189  >  443 [ACK] Seq=735 Ack=1994699 Win=3458560 Len=0","13510"
"1550","2.646763","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1551","2.646763","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1996159 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1552","2.646763","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=1997619 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1553","2.646763","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1554","2.646927","192.168.1.122","130.192.1.34","TCP","54","64189  >  443 [ACK] Seq=735 Ack=2000539 Win=3452672 Len=0","13487"
"1555","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2000539 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1556","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2001999 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1557","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1558","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2004919 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1559","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2006379 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1560","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1561","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2009299 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1562","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1563","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2012219 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1564","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2013679 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1565","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1566","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2016599 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1567","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2018059 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1568","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1569","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2020979 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1570","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2022439 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1571","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1572","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2025359 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1573","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2026819 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1574","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1575","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2029739 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1576","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2031199 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1577","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1578","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2034119 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1579","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1580","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2037039 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1581","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2038499 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1582","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1583","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2041419 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1584","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2042879 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1585","2.647150","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1586","2.647150","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2045799 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1587","2.648087","192.168.1.122","130.192.1.34","TCP","54","64189  >  443 [ACK] Seq=735 Ack=2047259 Win=3406080 Len=0","13305"
"1588","2.648822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2047259 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1589","2.648822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1590","2.648822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2050179 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1591","2.648822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2051639 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1592","2.648822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1593","2.648822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2054559 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1594","2.648822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2056019 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1595","2.648822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1596","2.648822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2058939 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1597","2.648822","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1598","2.648822","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2061859 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1599","2.649215","192.168.1.122","130.192.1.34","TCP","54","64189  >  443 [ACK] Seq=735 Ack=2063319 Win=3389952 Len=0","13242"
"1600","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2063319 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1601","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1602","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2066239 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1603","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2067699 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1604","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1605","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2070619 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1606","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2072079 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1607","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1608","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2074999 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1609","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2076459 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1610","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1611","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2079379 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1612","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2080839 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1613","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1614","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2083759 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1615","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1616","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2086679 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1617","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2088139 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1618","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1619","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2091059 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1620","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2092519 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1621","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1622","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2095439 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1623","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2096899 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1624","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1625","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2099819 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1626","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2101279 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1627","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1628","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2104199 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1629","2.649543","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1630","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2107119 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1631","2.649543","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2108579 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1632","2.650477","192.168.1.122","130.192.1.34","TCP","54","64189  >  443 [ACK] Seq=735 Ack=2110039 Win=3343360 Len=0","13060"
"1633","2.650795","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1634","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2111499 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1635","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2112959 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1636","2.650795","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1637","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2115879 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1638","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2117339 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1639","2.650795","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1640","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2120259 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1641","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2121719 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1642","2.650795","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1643","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2124639 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1644","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2126099 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1645","2.650795","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1646","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2129019 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
"1647","2.650795","130.192.1.34","192.168.1.122","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]","245"
"1648","2.650795","130.192.1.34","192.168.1.122","TCP","1514","443  >  64189 [ACK] Seq=2131939 Ack=735 Win=31360 Len=1460 [TCP segment of a reassembled PDU]","245"
